;campaign_id;impressions;cpm;clicks;installs;ret_2;ret_3;ret_7;ret_14;ltv_1;ltv_3;ltv_7;ltv_14;cost;revenue;roas;roas_segment
27;7635n08;139;0.49;28;1;0.4448116020608141;0.27693147694035464;0.10287396071593698;0.04575953127639718;0.3057093564521689;0.6114187129043378;0.9171280693565067;1.1943730097125111;0.06811;1.1943730097125111;16.535942001358258;4
28;ad7154b;700;0.48;112;1;0.7758240107283495;0.6687731546063255;0.49037263062289627;0.3804428610412669;0.5968244412152428;1.1936488824304856;1.7904733236457282;2.331727796613141;0.336;2.331727796613141;5.939666061348634;3
29;j2kacam;509;0.48;213;2;0.3284953809512125;0.17128408750026575;0.043926445178147464;0.0144296343426281;0.33982082047201606;0.6796416409440321;1.0194624614160481;1.3276427676940903;0.24431999999999998;2.6552855353881806;9.868064568550183;3
30;2mm34j7;178;0.33;18;1;0.5969740829299701;0.4414665805408581;0.23497816379210848;0.14027587383836224;0.33759447154093786;0.6751889430818757;1.0127834146228136;1.3189446659927178;0.05874;1.3189446659927178;21.45394392224579;4
31;tjsbdj1;458;0.41;127;1;0.46392040187503575;0.2960229697154846;0.11576797565848615;0.05370712579174425;0.38690726227872324;0.7738145245574465;1.1607217868361697;1.5116043443693823;0.18778;1.5116043443693823;7.049868699378966;3
32;lj5utau;279;0.5;107;1;0.530318784009862;0.3659329281327324;0.1685301548151919;0.08937470677058636;0.2834388216925405;0.566877643385081;0.8503164650776214;1.1073644669009461;0.1395;1.1073644669009461;6.938096536924345;3
33;lkz6ede;515;0.56;143;1;0.8058722693583711;0.7102896075094923;0.5455769177231207;0.43966530879507654;0.19687923193958345;0.3937584638791669;0.5906376958187503;0.7691856197353868;0.28840000000000005;0.7691856197353868;1.6670791252960704;1
34;ut8sfv6;239;0.57;95;1;0.36126602488579806;0.19914644909165868;0.05736721809478225;0.020724826839858608;0.26736177008854584;0.5347235401770917;0.8020853102656376;1.0445531851841867;0.13623;1.0445531851841867;6.66757091084333;3
35;z7tuvtn;119;0.57;32;1;0.8073460689366517;0.7123495678076767;0.5483826293453985;0.4427345600751525;0.2260641405996735;0.452128281199347;0.6781924217990204;0.8832078649131863;0.06783;0.8832078649131863;12.020903212637272;3
36;76speml;792;0.43;177;1;0.5574884198709789;0.39608950866560905;0.1939072138788627;0.1081010262669111;0.19012531435309535;0.3802506287061907;0.570375943059286;0.7427988026332215;0.34056000000000003;0.7427988026332215;1.1811099443070867;1
37;3tk449u;205;0.52;27;1;0.7235227460773457;0.598738231193318;0.4031182045148057;0.29166519032432126;0.18967710665722642;0.37935421331445285;0.5690313199716792;0.7410477042013519;0.10660000000000001;0.7410477042013519;5.951667018774407;3
38;8798fbp;575;0.55;130;1;0.5459007584278867;0.38312021598253304;0.1828036425449782;0.09979264710868388;0.3010215659745924;0.6020431319491848;0.9030646979237772;1.1760583251814845;0.31625;1.1760583251814845;2.718761502550149;2
39;emnvj4j;124;0.51;52;1;0.677082452831242;0.5389807092626427;0.33461911526087745;0.226564731325055;0.19692018557262037;0.39384037114524073;0.5907605567178611;0.7693456210991548;0.06324;0.7693456210991548;11.165490529714656;3
40;8cfs3de;118;0.49;20;1;0.6295476934093209;0.4802506109586806;0.2727734238970412;0.17172387983774517;0.2818884596775437;0.5637769193550874;0.8456653790326312;1.1013073721247666;0.05782;1.1013073721247666;18.047170047124983;4
41;4a8e0du;130;0.54;37;1;0.7054415334106205;0.5751967294889383;0.37547092628856243;0.26487278599210956;1.100978560887097;2.201957121774194;3.3029356826612903;4.3014027854964;0.0702;4.3014027854964;60.27354395294017;4
42;467pyvc;714;0.53;179;1;0.6771607095852233;0.5390794479080414;0.3347277012268752;0.22666444768062144;0.2189918489029278;0.4379836978058556;0.6569755467087834;0.8555771949937704;0.37842000000000003;0.8555771949937704;1.2609195998989755;1
43;9uznlk6;119;0.48;29;1;0.811574579223299;0.7182720547529876;0.5564840697095021;0.45162832471895825;0.3542161770927017;0.7084323541854034;1.062648531278105;1.3838838510958777;0.05712;1.3838838510958777;23.227658457560885;4
44;n1jpp91;709;0.49;78;1;0.9501086791406613;0.9220861328269483;0.8661671787698544;0.8229529541360194;0.8031140249415333;1.6062280498830666;2.4093420748246;3.137678631245382;0.34740999999999994;3.137678631245382;8.031630152400282;3
45;7kn01pc;122;0.41;2;1;0.5391725366381489;0.3756631225388684;0.17654873677043703;0.09519023024477737;0.2468588275514198;0.4937176551028396;0.7405764826542593;0.9644504318035871;0.050019999999999995;0.9644504318035871;18.281296117624695;4
46;b7vt983;189;0.45;91;1;0.7326808752229504;0.6107944914005868;0.41760727405167714;0.30597286305165333;0.24841645728543177;0.49683291457086354;0.7452493718562953;0.9705359207628387;0.08505;0.9705359207628387;10.411357093037493;3
47;5a75nyy;206;0.52;56;1;0.5579291392498161;0.39658591695165785;0.1943378671982266;0.10842675896955165;0.5179140619676437;1.0358281239352873;1.5537421859029308;2.0234335780347945;0.10712;2.0234335780347945;17.88940980241593;4
48;vsucknn;751;0.47;2;1;0.4535603478016219;0.28561399056675085;0.10865577174558107;0.049281949623579395;0.2413982301034725;0.482796460206945;0.7241946903104174;0.9431164749877979;0.35296999999999995;0.9431164749877979;1.6719451369459108;1
49;pskeut9;157;0.51;35;1;0.816324062592217;0.7249457754098408;0.5656750598519651;0.4617741629654516;0.21315867694403046;0.4263173538880609;0.6394760308320914;0.832787630324987;0.08007;0.832787630324987;9.40074472742584;3
50;2r4pzn4;167;0.46;32;1;0.36381565003243743;0.20137866108953173;0.0585110877709223;0.021287249431483097;0.24553641724245912;0.49107283448491823;0.7366092517273773;0.9592839194039728;0.07682000000000001;0.9592839194039728;11.487424100546377;3
51;f3crn4p;150;0.38;40;1;0.6714921000638499;0.5319445019626009;0.3269207155631194;0.21952467784785556;0.9465541496242487;1.8931082992484973;2.839662448872746;3.698083505401196;0.057;3.698083505401196;63.87865798949466;4
52;yme1bsc;592;0.54;153;1;0.6630542872687097;0.521389157392651;0.3155185900283673;0.20920595383128734;0.24767184825476937;0.49534369650953874;0.7430155447643081;0.9676268147435386;0.31968;0.9676268147435386;2.026860656730288;2
53;zdav456;295;0.58;54;1;0.6959097716268813;0.5629272931361704;0.3614017125886007;0.25150298327309695;0.34217221101025047;0.6843444220205009;1.0265166330307514;1.3368293932745212;0.1711;1.3368293932745212;6.813146658530223;3
54;8nty9by;282;0.62;102;1;0.460074750316758;0.2921431154111798;0.11309402130595665;0.052031703614656116;0.3515089364006811;0.7030178728013622;1.0545268092020432;1.3733069578961739;0.17484;1.3733069578961739;6.854649724869445;3
55;u0bac1u;598;0.43;68;1;0.8293651139921191;0.743387205358441;0.5914125267600104;0.4904969176726832;0.20586047061425797;0.41172094122851594;0.6175814118427738;0.8042743366503883;0.25714;0.8042743366503883;2.1277682843991146;2
56;946s0s2;126;0.5;30;1;0.5836872234541746;0.4259948653436796;0.22058948006410253;0.12875526114181604;0.3960638220346456;0.7921276440692911;1.1881914661039366;1.5473780215679227;0.063;1.5473780215679227;23.561555897903535;4
57;j55j7r9;470;0.55;55;1;0.7751292494958658;0.6678241760391707;0.4891408187304994;0.37914735572036534;0.21991960579117398;0.43983921158234796;0.6597588173735218;0.8592018396554703;0.2585;0.8592018396554703;2.323798219170097;2
58;7m9vb23;132;0.41;57;1;0.5541237061264963;0.39230720288310433;0.19063958860472552;0.10563791537208107;0.1625468211774775;0.325093642354955;0.48764046353243246;0.6350526470043465;0.054119999999999994;0.6350526470043465;10.734158296458732;3
59;rb2kn51;243;0.42;93;1;0.8161275052681095;0.7246691318524602;0.5652927667305132;0.4613509754578811;0.3252203317110081;0.6504406634220162;0.9756609951330244;1.2706002554624205;0.10206;1.2706002554624205;11.44954198963767;3
60;513kmb5;238;0.42;73;1;0.5507159150065225;0.388490143081612;0.1873664805374435;0.10318570277072997;0.19540674781525355;0.3908134956305071;0.5862202434457606;0.7634327853578595;0.09996;0.7634327853578595;6.637382806701276;3
61;vbab707;182;0.45;34;1;0.6180368364210386;0.46640757869996224;0.25900201162675524;0.16007278389248486;0.23020964262255636;0.4604192852451127;0.690628927867669;0.8994038877804634;0.0819;0.8994038877804634;9.98173245153191;3
62;tac3a69;511;0.5;80;1;0.7676124657427844;0.6575887989795816;0.4759407399038285;0.3653380449050231;0.2585084091021179;0.5170168182042358;0.7755252273063536;1.009964072406784;0.2555;1.009964072406784;2.9528926512985674;2
63;fvt6tr5;132;0.53;43;1;0.5336610109602096;0.36959492959759843;0.17152893363725075;0.09153830413378193;0.2377068034404464;0.4754136068808928;0.7131204103213391;0.9286944748736427;0.06996000000000001;0.9286944748736427;12.274649440732455;3
64;c1e5zz9;159;0.43;52;1;0.8919234946833999;0.8342017856701542;0.7253572476927875;0.6469631712560837;0.18768413472623954;0.3753682694524791;0.5630524041787186;0.7332613809068674;0.06837;0.7332613809068674;9.724899530596275;3
65;jubrct7;333;0.49;114;1;0.6142740182293538;0.4619148648134005;0.2545994318823847;0.15639381606130312;0.20050684871235525;0.4010136974247105;0.6015205461370657;0.7833583215894007;0.16316999999999998;0.7833583215894007;3.8008722288986987;2
66;c4zv4nt;235;0.49;72;1;0.8395765742079909;0.7579463098566852;0.6120830377174181;0.5138905799376103;0.25541579073371423;0.5108315814674285;0.7662473722011427;0.9978815507874615;0.11514999999999999;0.9978815507874615;7.665927492726545;3
67;nu4k4d5;742;0.57;203;1;0.9382212027227156;0.9038676627707987;0.8360860713009598;0.7844336793956966;0.15962011924188302;0.31924023848376604;0.47886035772564906;0.6236183427360231;0.4229399999999999;0.6236183427360231;0.4744841886225546;1
68;598k4sa;279;0.49;89;1;0.6240010621941686;0.47356154283104207;0.26608017966632636;0.16603431474060287;0.5555735424500141;1.1111470849000282;1.6667206273500421;2.17056504816687;0.13671;2.17056504816687;14.877149061274743;4
69;k97bc01;726;0.55;195;1;0.4418686439439665;0.27403308379882935;0.10097458442370945;0.04461750269211006;0.25117250256916557;0.5023450051383311;0.7535175077074967;0.9813034881629294;0.3993;0.9813034881629294;1.4575594494438504;1
70;edf4ff8;155;0.59;40;1;0.9114607136514632;0.863348556364221;0.770850480488096;0.7025999290642534;0.28754648685422496;0.5750929737084499;0.8626394605626748;1.1234126652910401;0.09144999999999999;1.1234126652910401;11.284446859388083;3
71;u2b6j78;156;0.43;10;1;0.622882091356365;0.47221629914857194;0.2647428475167914;0.16490357853289825;0.1941093077612952;0.3882186155225904;0.5823279232838856;0.758363829012684;0.06708;0.758363829012684;10.305364177291054;3
72;kmkt765;1225;0.48;187;1;0.5813633215435199;0.42330980125229656;0.21813275796279946;0.1268143847067018;0.30804156592292475;0.6160831318458495;0.9241246977687742;1.2034846969607962;0.588;1.2034846969607962;1.046742681906116;1
73;6n1nz45;615;0.5;152;1;0.9221564086671734;0.879461015723237;0.7965150555048524;0.7345114630336889;0.71989852324972;1.43979704649944;2.15969556974916;2.8125647702767913;0.3075;2.8125647702767913;8.14655209846111;3
74;1vblv29;225;0.49;62;1;0.8197267698008749;0.7297410705736358;0.5723195399084843;0.4691456477431048;0.6905637208930501;1.3811274417861001;2.07169116267915;2.697956906825483;0.11025;2.697956906825483;23.471264461002114;4
75;4nt0bnn;296;0.41;94;1;0.6214546914736833;0.470502308293775;0.26304318919461145;0.163469423985191;0.29037573857065485;0.5807514771413097;0.8711272157119646;1.1344662422145693;0.12136;1.1344662422145693;8.347942009019194;3
76;afps5nn;216;0.47;67;1;0.5238368242891788;0.3588692353831959;0.1628109379580086;0.08528636469946575;0.29630767040979306;0.5926153408195861;0.8889230112293791;1.157641650930689;0.10152;1.157641650930689;10.403089548174636;3
77;dsnbrv8;406;0.62;86;1;0.9327563303294641;0.8955374226438436;0.8224862037778247;0.7671792131824156;0.28649106412642145;0.5729821282528429;0.8594731923792642;1.119289244161393;0.25172;1.119289244161393;3.446564612114227;2
78;rfznzb4;273;0.52;135;1;0.36059428073531863;0.198559862653808;0.05706826167322492;0.02057848877087149;0.45272065015808083;0.9054413003161617;1.3581619504742424;1.7687300505403802;0.14196;1.7687300505403802;11.459355103834744;3
79;8p9d154;120;0.48;28;1;0.7587436711382247;0.6455876303697387;0.4606640664963237;0.34952594497488393;36.13854741002442;72.27709482004884;108.41564223007327;141.189351015177;0.05759999999999999;141.189351015177;2450.2040106801564;4
80;2estnn4;170;0.54;69;1;0.8177057470830156;0.7268915193698456;0.5683670576588082;0.4647570095002711;0.20669821680964054;0.4133964336192811;0.6200946504289216;0.8075473193826352;0.0918;0.8075473193826352;7.796811757980776;3
81;z236k5e;135;0.55;46;1;0.3515037501671509;0.1906847748647488;0.053120755883141066;0.018672144904637828;0.33365289990943137;0.6673057998188627;1.000958699728294;1.3035453768536678;0.07425;1.3035453768536678;16.55616669163189;4
82;bbue1am;126;0.52;44;1;0.5612794271373739;0.40036704006353724;0.1976317787570116;0.1109266515648757;0.1792293720955309;0.3584587441910618;0.5376881162865926;0.7002295482968495;0.06552;0.7002295482968495;9.687264168144834;3
83;f9nad36;116;0.5;30;1;0.7238621724993725;0.5991834864147498;0.4036493424126425;0.29218648992675844;0.7370752172498971;1.4741504344997942;2.2112256517496913;2.8796722345297288;0.058;2.8796722345297288;48.64952128499532;4
84;k8ffplu;770;0.51;60;1;0.5839716043633107;0.4263238726072913;0.220891331722825;0.12899426537612638;0.27177456383456444;0.5435491276691289;0.8153236915036932;1.0617934875708668;0.3927;1.0617934875708668;1.70382859070758;1
85;t3a9tak;2022;0.43;349;2;0.5447436796084958;0.3818339407452138;0.18171796904473486;0.0989897151084116;4.377259881212847;8.754519762425694;13.131779643638541;17.101475464444935;0.86946;34.20295092888987;38.338153484795015;4
86;kfbbtk0;203;0.59;37;1;0.9193185526303203;0.8751752333837318;0.7896527723332797;0.7259424437419505;0.4598887357458205;0.919777471491641;1.3796662072374615;1.7967349767116372;0.11977;1.7967349767116372;14.001544432759767;4
87;rmtbr6a;905;0.39;161;1;0.7659940182736065;0.6553926489315599;0.4731289750398158;0.36241396475242144;0.4599747004187881;0.9199494008375761;1.379924101256364;1.797070831284009;0.35295;1.797070831284009;4.091573399303043;2
88;adndbj4;110;0.52;33;1;0.33314054146340616;0.17513883981746825;0.045692605867743305;0.015222059459654014;14.952940097463953;29.905880194927907;44.85882029239186;58.41950104347945;0.0572;58.41950104347945;1020.3199483125777;4
89;k1rbpsv;204;0.48;53;1;0.820938966987441;0.7314521875299432;0.5746986813318451;0.47179254178160934;0.2690003279527482;0.5380006559054964;0.8070009838582445;1.050954851494199;0.09792000000000001;1.050954851494199;9.732790558560039;3
90;eml1bks;1009;0.5;145;1;0.9004502441614897;0.8468770507155726;0.7449931358003671;0.6708292510300744;0.22698274807314614;0.4539654961462923;0.6809482442194384;0.8867967638123523;0.5045;0.8867967638123523;0.7577735655348907;1
91;8s25bum;476;0.65;62;1;0.8269057363874687;0.7398963123760618;0.5865022851293201;0.4849821039777937;0.2299723180421933;0.4599446360843866;0.6899169541265799;0.8984766866093363;0.3094;0.8984766866093363;1.903932406623582;1
92;cjn67rm;772;0.42;197;1;0.7328277418179331;0.6109885566318588;0.4178423196994786;0.3062064435813358;0.2074615538265345;0.414923107653069;0.6223846614796035;0.8105295935952181;0.32424000000000003;0.8105295935952181;1.499782857128109;1
93;aanadn8;176;0.54;66;1;0.9641846162075461;0.9438315870360721;0.9026763282747784;0.870346629137254;0.22957031563072558;0.45914063126145116;0.6887109468921767;0.8969061071685611;0.09504;0.8969061071685611;8.437143383507587;3
94;k7vezn1;429;0.49;139;1;0.6662022861207614;0.5253180370071702;0.3197420602712721;0.2130128915216837;0.222278268884407;0.444556537768814;0.6668348066532209;0.8684168783126314;0.21021;0.8684168783126314;3.1311872808745127;2
95;88zun8k;319;0.47;78;1;0.21669619040580781;0.08858275398109672;0.013661513375257754;0.002960397903596344;0.2515836323103132;0.5031672646206264;0.7547508969309397;0.9829097270821942;0.14992999999999998;0.9829097270821942;5.55579088296001;3
96;4lr4ayd;225;0.4;44;1;0.7721777744631861;0.6637982858571573;0.48393006208817113;0.37368003833907554;0.5062307958531793;1.0124615917063586;1.5186923875595377;1.977788335526202;0.09;1.977788335526202;20.975425950291132;4
97;k4n95av;113;0.48;34;1;0.6825306323097196;0.5458707505555902;0.3422330866988376;0.2335845650618647;0.2800148160240587;0.5600296320481174;0.840044448072176;1.0939872513554445;0.05424;1.0939872513554445;19.16938147779212;4
98;l8jmubl;411;0.57;159;1;0.3236239901380469;0.16727571530133714;0.04212213451205423;0.013631733243922523;0.21212613634357097;0.42425227268714194;0.6363784090307129;0.8287536071634678;0.23426999999999998;0.8287536071634678;2.53760023546962;2
99;fl199fa;341;0.36;123;1;0.4588794067385962;0.29094099289364056;0.11227105669075928;0.051518875888170924;0.22670171658098887;0.45340343316197773;0.6801051497429665;0.8856988045185732;0.12276;0.8856988045185732;6.2148811055602255;3
100;k1zampk;350;0.38;104;1;0.31324776986832875;0.1588551739434795;0.038439582422760965;0.012041113468599684;0.5873915760297942;1.1747831520595884;1.7621747280893825;2.294874624330469;0.133;2.294874624330469;16.25469642353736;4
101;jst1pby;144;0.49;45;1;0.9304327936389055;0.8920042292025546;0.816747296761026;0.7599284690223856;0.18092139321105438;0.36184278642210876;0.5427641796331631;0.7068400896806593;0.07056;0.7068400896806593;9.017574967129525;3
102;rl813ry;374;0.5;113;1;0.5138094081966417;0.34804235410557965;0.15421219467156974;0.07923567648090454;0.21902993224810804;0.4380598644962161;0.6570897967443241;0.8557259824569043;0.187;0.8557259824569043;3.5760747724968143;2
103;6l8bp0e;294;0.46;161;1;0.9680839234813176;0.9498885353958465;0.9129622364064014;0.8838240638105871;0.21187859959014307;0.42375719918028615;0.6356357987704292;0.8277865081494329;0.13524;0.8277865081494329;5.120870364902639;2
104;7udkajn;389;0.54;30;1;0.7012690610491841;0.569813842371485;0.3692696329529647;0.2589573687749024;0.24172657020456612;0.48345314040913223;0.7251797106136983;0.9443992638409218;0.21006;0.9443992638409218;3.495854821674387;2
105;1u4tm7y;365;0.49;56;1;0.4877245805706627;0.3204560711364001;0.13322801331636747;0.06497857691498798;0.42250239698569864;0.8450047939713973;1.2675071909570959;1.650670641405483;0.17884999999999998;1.650670641405483;8.229357793712515;3
106;r055duz;1200;0.53;383;2;0.6737928860025055;0.5348362165637852;0.33007513145389705;0.22240227541997767;0.48531388566996103;0.9706277713399221;1.455941657009883;1.8960682558421986;0.636;3.7921365116843972;4.962478791956599;2
107;mbr7lzm;168;0.37;39;1;0.9698005876119505;0.9525596289135889;0.9175144032629052;0.8898060074267936;0.3652521283262744;0.7305042566525488;1.0957563849788232;1.4270001051839172;0.06216;1.4270001051839172;21.956887149033417;4
108;ea6dzbb;245;0.56;35;1;0.8466112149165028;0.7680365339968291;0.6265898704776027;0.5304780114994173;0.26652863179582187;0.5330572635916437;0.7995858953874656;1.0412982050235022;0.13720000000000002;1.0412982050235022;6.589637062853514;3
109;l5bv8ev;769;0.58;249;1;0.5545453668904908;0.39278046132751726;0.19104712413517239;0.10594429754691231;0.5043428750145043;1.0086857500290085;1.5130286250435128;1.9704124353563295;0.44601999999999997;1.9704124353563295;3.417766995552508;2
110;d3v8dmb;377;0.47;70;1;0.450764620541552;0.2828286785766028;0.10678600256117085;0.048135351923635376;0.27247924178324856;0.5449584835664971;0.8174377253497457;1.0645465872215136;0.17719;1.0645465872215136;5.007938299122489;2
111;d9f4z9a;145;0.45;15;1;0.43834614366377417;0.2705787449918808;0.09873104322874224;0.04327837205922054;0.18481332383485208;0.36962664766970416;0.5544399715045562;0.7220454368335352;0.06525;0.7220454368335352;10.065830449556094;3
112;bnrmcr0;557;0.52;189;1;0.641493099103325;0.4947736157090861;0.28755404470460133;0.18446393529725075;1.513109544437248;3.026219088874496;4.539328633311744;5.911553449287374;0.28964;5.911553449287374;19.410003622729505;4
113;n19bvn1;184;0.46;53;1;0.9054778421450592;0.8543837372029403;0.7567296591123495;0.6852019388202164;0.5779750666832328;1.1559501333664657;1.7339252000496985;2.2580853525209292;0.08464;2.2580853525209292;25.67870218006769;4
114;edvpjlf;221;0.57;39;1;0.21638339562399236;0.08838017566201957;0.013606224507095374;0.002944161060467679;0.1831658587627557;0.3663317175255114;0.5494975762882671;0.7156089710367685;0.12596999999999997;0.7156089710367685;4.68078884684265;2
115;1j4b3ju;3813;0.41;1412;6;0.7542966599084518;0.6396007358343133;0.4531244004353411;0.34179022177139756;0.2143495935512218;0.4286991871024436;0.6430487806536653;0.8374404112177768;1.5633299999999999;5.024642467306661;2.2140638683493963;2
116;l4zcl0n;218;0.46;61;1;0.550230607907286;0.38794767267841884;0.1869033191635626;0.10283992692325654;0.44922789817775277;0.8984557963555055;1.3476836945332582;1.7550842506756437;0.10028000000000001;1.7550842506756437;16.50183736214244;4
117;4nbpd3u;137;0.51;20;1;0.6396520204432095;0.4925248664852175;0.2852432029561849;0.1824563910886161;0.4056254491430584;0.8112508982861169;1.216876347429175;1.5847342525964963;0.06987;1.5847342525964963;21.68118294828247;4
118;bbd3vat;319;0.58;103;1;0.9027726294045665;0.85034155632133;0.7503998806283293;0.6774404733397097;0.1988708294908811;0.3977416589817622;0.5966124884726433;0.7769665734787886;0.18502;0.7769665734787886;3.199365330660408;2
119;rl1yja1;400;0.48;15;1;0.5665022688343578;0.40628788802550625;0.20283805960166937;0.11490822097030437;0.36363199809200425;0.7272639961840085;1.0908959942760128;1.4206704336079863;0.192;1.4206704336079863;6.399325175041596;3
